date_published,rating_value_10,rating_value_5,title,body
2024-06-16,1,1,"""they wouldn’t refund the money""","Not Verified | I had a business flight booked and due to the sad passing of my mother I asked if I could pull the outbound leg forward to tie in with her funeral. Singapore Airlines were very kind and said they would move the flight at no charge to me on compassionate grounds. I was very pleased as had enough going on. When I checked the booking they had not moved to the correct airport. I was then told the move would cost around $2k. I asked where the compassion had gone and a week or so later I took a call from a rep to say they would be refunding the difference. I was happy as felt they had dealt with properly. Later that evening I received an email telling me they were looking into the case, but I said there was no need as I had taken a call to say all ok. Wind forward a few weeks and I have taken numerous calls and emails telling me they are looking into the refund. A few days ago I was told I wouldn’t be refund. I just took that call, and the rep said they wouldn’t refund the money and I could cancel my flight for a refund. As you can imagine, I was more than upset that SA were advising me to cancel my flight for my mother’s funeral for a refund. This is an airline who just announced record profits and prior to this and been a pleasure to fly with. But clearly profits come before passengers now."
2024-06-14,6,6,"""wanted to change my return date""","✅ Trip Verified | I wanted to change my return date. could not do it through the website. I gave up after 4 tries. then called an automated number that did not provide the options for service just told numbers. I guessed choice 5 on my 5th. call then had online a customer service officer who told me that it will cost me $1300 more to change my return flight despite the website telling me a cost of $265, mostly change date fee. Escalated to issue, been told to call back 72 hours later. Could not change my plans that late so I gave up."
2024-06-13,10,10,"""warm, and great hospitality""","✅ Trip Verified | SQ26 in Premium Economy. SQ Counter at FRA now has 3 Kiosks. Rather useless for their wide body flights. Multiple times motioned, then verbally called for ground staff assistance for help at the Kiosk, but they looked at me like I was an Oil Painting. After a rude staff looked at me, never asking me if I was ok, another agent came out, and took me to a bagdrop counter. Counter agent was polite, friendly, and gave directions to security. Incoming aircraft late, with no preboarding calls. Once aboard crew extremely friendly, warm, and great hospitality. Cabin 75% full. Took off with multiple drink runs, and lunch orders taken. I had the Duck, was excellent. Salad and Strudel also perfect. Crew came back with multiple Champagne, and Beer refills, then to collect my tray, asking how it was. Seat comfortable, IFE was ok. Crew took Refreshment order and came back. Landed in JFK early, despite late take off. SQ’s FRA Ground Staff have been a disaster since 2021, other than that excellent trip. Can’t wait for my next SQ Adventure."
2024-06-12,10,10,“Can’t wait for my next SQ trip”,"✅ Trip Verified | SQ26 FRA-JFK in Premium Economy. Check in at FRA disaster. They have 3, yes 3 Kiosk Machines. Totally useless for the Widebody flights, SQ flies out of there. Multiple times, Motioned, then verbally called for Groundstaff to assist me at the Kiosk, but they just looked at me, like I was a Oil Painting. After the appallingly rude staff looked at me, never asking me if I was ok, another agent came out, and took me to the front of the line to drop of my bag. Counter agent was polite, quickly completing, and directing me to Security. Incoming aircraft late, with no pre boarding calls. Once aboard crew extremely friendly, warm, and great hospitality. Cabin 75% full. Took off, with multiple drink runs, and lunch orders taken. I had the Duck, was excellent. Salad, and Strudel were excellent. Crew came back with multiple Champagne, and Beer Refills, and to collect my tray. Finally when I was done they took it, and asked how was it. Was impressed, that I mentioned to the crew, in their work center, how efficient, and excellent they were. Seat comfortable, IFE ok. Crew took refreshment order, and came back. Landed in JFK early, despite late take off. SQ’s FRA Ground Staff been a disaster since 2021, other than that excellent trip. Can’t wait for my next SQ trip."
2024-06-12,1,1,“Sadly disappointed”,"Not Verified | Flew Singapore Airlines to avoid cheaper budget airlines thinking it would be a better experience by paying more for the flight. Sadly disappointed, food choice was not available then the offering provided was cold. No drinks offered, seats were stacked so close together to squeeze as many as possible into the available space. Inflight entertainment is really bad. Appears Singapore is trying to extract as much money as possible from its passengers while offering nothing better than budget airlines. Will not fly them again and urge others to look at options."
2024-06-09,10,10,"""will continue flying with SQ""","✅ Trip Verified | SQ25, in Premium Economy. Bought tickets in March. JFK Terminal 4 Counters in renovation, so was difficult to find the counter. Once arrived SQ Ground staff checked in me. Had LH Connections, and asked the associate to inquire help, ensuring my Rimowa could be picked up there. Her colleague did that, and printed my two Lufthansa connection boarding passes. We boarded on time. Empty business class. Menus are back, hot towels are back, and amenity kits. You had to ask for a kit. It is nice, but I’m rather buffaloed you do not check the other slippers, like they have in Business Class. Crew was extremely attentive, and friendly. Champagne served in the plastic glasses. IFE seemed ok, for a short hop. This crew didn’t go around forcing everyone to put there shades down, like previous SQ25 flights had. For dinnner I had the Cantonese Pork, was really good. Multiple Champagne rounds, and a round of Shiraz to go with the Cheese. Only slept 90-120 minutes. Crew did 0 drink runs, and seem to have disappeared. 90 minutes out of FRA, Came out with New Beginnings Refreshment Sandwiches, and drink run. Arriving into FRA on time. Definitely will continue flying with SQ."
2024-06-04,1,1,"“I mistook 12pm for midnight""","✅ Trip Verified | My recent return flights Singapore to Rome on Singapore Airlines were the worst airline experience I've had in my 50 years of international travel and I paid a premium for it. I booked my flights thinking I would treat myself to a quality experience and also paid over SGD50 to reserve my preferred seats. A longwinded online check in which didn't allow me to select carry on only. I needed the airport check in counter to sort that out. Then I noticed I'm not in my reserved seat, instead I have been seated in one of the worst seats in the plane, opposite the toilets. The flight was late, service was chaotic and I was constantly disturbed by the toilet use. I contacted customer service after the flight. ‘Operational/technical reasons’ were the excuse for my seat change (no change of plane type); no they wouldn't refund the seat reservation fee (they are reviewing but no word for 5 weeks). Also the reserved seat on my return flight was also unavailable (to me) and no, no refund, they would try to find a similar seat. I was passed around a series of CSRs, all of whom were brusque, intransigent and unhelpful. For my return flight, online check in would not let me register my Kris Flyer account because someone at SA had altered my name details. This took over an hour to sort out. In the end I missed the flight because I mistook 12pm for midnight. I contacted SA and was offered a seat on the next flight for SGD1400 'as a courtesy'. Even upset I said no to that. I booked with Gulf Air for SGD700, but I noticed in my searches the flight the CSR had offered, available online for SGD1000. The worst customer service and flight experience I have ever had from an airline that markets itself as offering a premium experience. By all means use SA if it's the cheapest deal, you'll get the same experience as anywhere else. I wouldn't pay a premium to fly with them because you won't get anything for your money. The airline knows how to market itself and maybe at one time, its service was above standard, but no longer. Reviews reveal that quality has tumbled post Covid. Clearly the bean counters have taken over as the airline tries to recoup its losses. In my recent experience, SA has been the rudest, most unhelpful and grudging airline I have ever dealt with and I will be avoiding them in future."
2024-06-01,10,10,"""excellent inflight service""","✅ Trip Verified | Singapore Airlines never fails to deliver on its excellent inflight service. On this 16 hour flight, I booked the cook for the two meals - baked lobster for the first meal and chicken briyani for the second. Both meals were really delicious . The movie selection was extensive. I watched the latest Mission Impossible movie on board after the first meal. I managed to sleep for a continuous period of 6 hours before waking up for the second meal. Free wifi was available throughout the flight and was of decent speed. Cabin crew were very helpful and helped to convert the seat to bed mode for sleeping. A special shout-out to LS Jim for his personal care and service."
2024-05-30,8,8,"""onboard experiences were good""","Not Verified | Flew from SIN to MNL on Business class and the experience I had with Singapore airlines was an overall pleasant one. Check in staff were extremely friendly and welcoming. The SilverKris Lounge at T3 was phenomenal with amazing wide selection of food, relaxing ambience and the one thing I love most is the private nap room. I took a shower which they had facilities in the lounge. The T2 SilverKris lounge looked dated and the food presentation could have been better. The overall ambience, furniture and interior of T2 SKL felt that it did not fit the branding of Singapore airlines and it just felt crowded and not luxurious or relaxing at all. Flying back to Singapore I took SQ business class while my parents were in economy. I was very disappointed because since two weeks prior to the flight I was not able to select seats for my parents who wanted to sit as far up in the forward zone so that I can assist them asap when needed. I even tried reaching out to Singapore airlines but to no avail and I felt like they had little to no empathy in understanding the situation. At one point while using the live chat on the SQ app, the representative was sarcastic which made me feel so disgusted. I also understand that Singapore airlines also does allow us to do online check in up to 48hrs prior to departure time but for some reason they were already allocated seats even before the check in time. The SQ app nor the website didn’t allow us to purchase seats for them and this was very disappointing. Nevertheless, the staff at Manila airport T3 were very friendly too and the SilverKris Lounge at Manila could also have a better range of food selection. Majority of the food there were just quick bites and I felt there should have been rice made available at least. The whole boarding process for my flight SQ919 seemed pretty messy with no staff managing the crowd properly as well in which I don’t entirely blame SQ but blame the airport management for it. Overall the onboard experiences were good and catering was not too bad as well. I just don’t wish for anyone to experience what my parents and I experience when it came to selecting / pre purchasing seats prior to the flight, it was truly not great experience but an inconvenience we will never forget."
2024-05-25,10,10,"""experienced impeccable service""","✅ Trip Verified | My group of travellers experienced impeccable service on this flight. One of us fell became nauseous during the flight, and Eva, the leading stewardess, was of great. She managed to find us some vicks, which really helped stem the nausea. She also checked in frequently to ensure that all was well. Lawrence, the chief steward, was also very welcoming and friendly, and had an affable presence that made the otherwise long journey comforting. Cheryl and Maria, who served us, never forgot details. While service was interrupted during turbulence, one episode lasting longer than 30 min, they could resume where they left off, not forgetting details or requests. This was such a wonderful set of crew, and our group agreed that SQ long haul I'd indeed a cut above, and a great way to fly. Grateful for the experience. Pilots were skillful as well, and navigate the turbulence well."
2024-05-23,2,2,"""I requested compensation""","✅ Trip Verified | My baggage was delayed on both my onward and return flights. I requested compensation for my trip to Kochi, as I had to purchase clothes and toiletries. However, I was only offered AUD 50. I spent AUD 150 on these items. The response from the customer service team of Singapore Airline was very poor."
2024-05-22,4,4,“The food was not good”,"Not Verified | This was an old 777 and even the seat mechanism was dated. The cabin crew had little enthusiasm for their work and were rarely visible. I asked one crew member 3 times for slippers but none came. Later I went to the galley looking for snacks but none were available. However sometime later some two plastic bags of snacks were found by the crew. The toilets in business class were not cleaned and became revolting. The second meal was served 5 hours before our scheduled arrival and 6 hours before our actual arrival. The food was not good. The Malaysian meals I ordered bore little resemblance to that available in Singapore or Malaysia. Finally, I wrote to Singapore Airlines complaining about our unpleasant flight back to London but received no response."
2024-05-22,1,1,“Extremely disappointing”,"✅ Trip Verified | Extremely disappointing. I had high hopes for a wonderful experience but was disappointed. I have flown business class with numerous airlines and would rank them below Emirates, Qatar, Korean Air, ANA, Asiana, EVA, Air New Zealand and even below United Polaris. This was a 10-hour flight with lie-flat seats. The seats were not simple to recline and yet the flight attendants were not helpful. On Emirates, Qatar and Air New Zealand, they practically hover over you to make your bed and even tuck you in. Here, they were nowhere to be found, leaving us to fend for ourselves. The food was mediocre, cafeteria quality. The main was lobster thermidor which I special ordered. Maybe it’s not right to expect lobster on a plane ride but it was on the menu and given their rave reviews, I wanted to try it. The lobster was served room temperature and was both too tough and not very tasty, although it was pretty to behold. The wines were very mediocre, like bottles you could pick up at a street corner convenience store. I actually tried small portions of all 3 of their reds and 1 of the whites and was displeased with all of them. Other airlines take pride in their wine selection but these were not palatable. Breakfast was waffles which were soggy in the middle and tough on the edges. Again, like the lobster, perhaps this is probably not a good thing to order on a plane since it’s just reheated from the previous day. Possibly an omelette would have been better. In another example of the disappointing service, twice I had to repeat a drink request—to refill my water bottle. On other airlines, once you put your empty bottle on the side, you don’t even have to ask. They immediately grab it and refill it or get a new one. Twice, I had to ask two times for a refill. My WiFi connection didn’t work despite numerous attempts over the course of the 10-hour flight. I didn’t mind much but those who want this amenity should be forewarned. My final first-world complaint—my suitcase was very late to arrive even though it had clearly identifiable priority tags. Another business class no-no. Listen, these may seem like petty complaints but there is so much competition between airlines, and some are genuinely stellar, time after time. When paying thousands of dollars for a ticket, I think it’s acceptable to expect decent service and products. This was my first experience with Singapore Air and I went out of my way to experience them because of the hoopla. Next time, I will rely on a different airline. I’ll NEVER fly Singapore Air again."
2024-05-20,8,8,“impeccable service”,✅ Trip Verified | This was our first time on a Singapore Airlines Boeing 737 Max. Only 6 of the 10 business class seats were taken and we were seated in the only 2 ‘throne seats’ on this plane. These seats were very comfortable and perfect for a short haul flight. What made this flight exceptional for us were the extremely nice and ultra professional 2 flight attendants that really did their utmost to pamper us and give us an impeccable service. Food and drinks were super despite ‘Book the Cook’ wasn’t available on this flight to SIN. We had a connecting flight from SIN where ‘Book the Cook’ was available but where previously lobster always used to be one of the options to select it now no longer is available. This is really a pity as this was one of our favourites on SQ flights. Perhaps they introduced this as a cost saving but I do not understand why they should do a cost saving while the cost of the already expensive tickets increased almost 50%. Recent flights we took on SQ were also somewhat inconsistent and what makes or breaks a good flight for us is a good crew. Despite the super flight from Denpasar to Singapore we unfortunately had a few flights with SQ where some of the crew members weren’t that professional. We pay a lot of money for a good service so it’s obvious we get the impeccable service we paid for.
2024-05-19,1,1,"""cut its in-flight service""",✅ Trip Verified | We fly Singapore Airlines regularly to India since the year 2001 from Melbourne mainly due to their transit time in Singapore. Post-Covid this airline has cut its in-flight service in Economy class. There is no 2nd meal provided in Melbourne to Singapore sector under the pretext of passengers not wanting to eat since it's a midnight departure. They have replaced the 2nd meal which used to be breakfast before the touchdown in Singapore by a puff. Water is served but the orange & apple juice cups are reduced as well as hot towel service. The check-in is chaotic in Melbourne. Why should we fly Singapore Airlines when Qatar & Emirates offer a superior service than SQ.
2024-05-14,8,8,“cabin crew helpful and friendly”,"✅ Trip Verified | Really satisfied with the quality and service with Singapore Airlines. Flew from the UK to Australia, and there was no problems or issues on the way. Food and IFE was above par, and the cabin crew were helpful and friendly. Would fly with them again."
2024-05-10,10,10,"""I am really impressed""","✅ Trip Verified | First time ever i fly Singapore Airlines on long haul and I am really impressed. Boarding was very well organised in 8 groups, therefore not the usual queues in the aircraft. The economy seat was quite comfortable compared to other airlines and had several stowing pockets. Food was very good and tasty and when i ask for little snack in between they bring me chips, chocolate and a cereal bar. Sandwich was also available. The crew was regular providing juices, water and softdrinks and had a smile on their faces. As a frequent flyer i need to say that was the best economy experience ever and i felt like a valued customer."
2024-05-10,10,10,"""helpful, kind and super friendly""","Not Verified | Cabin crew are very helpful, kind and super friendly on this flight today May 10th 2024, SQ212 flying from Sydney to Singapore. It really make my day with their friendly gesture and their kind concerns towards each and every passenger on board. Aircraft bathroom is clean and I’m very happy with the free wifi connected on board (with the help from one of the helpful steward). Enjoy the nice meal provided as well as my favourite ice cream. Overall a very good experience with Singapore airline on today’s flight."
2024-05-05,10,10,"""looked after us very well""",Not Verified | We flew Singapore airlines from Perth W.A. yesterday. Our flight was delayed because of thunderstorms. Consequently we missed our connection in Frankfort for Dublin. I am writing this because I was most impressed with their efficiency in handling redirected flights and accommodation. They looked after us very well and had everything organized for us. Also the staff on both flights were extremely kind and helpful. No wonder Singapore Airlines are voted the best in the world. Well done to everyone concerned.
2024-05-01,1,1,"""deeply disappointing""","✅ Trip Verified | Our recent experience has been deeply disappointing. We faced severe disruptions which necessitated rerouting and resulted in significant extra costs and inconveniences. Singapore Airlines failed to reimburse us for necessary ground transportation. We attempted multiple times to resolve this issue amicably, reaching out through the proper channels and addressing higher management. Each time, our efforts were met with a lack of response or dismissive templated apologies, without any attempt to address the core issues or fulfill promised compensations."
2024-04-28,3,3,"""lacked any sincerity and initiative""","✅ Trip Verified | Flight SQ636. Our flight to Tokyo was scheduled for 9:50 pm 20/4/24 but the plane only took off at nearly 1 am 21/4/24. The pilot first announced that an Engineer was on his way to check on the plane as there is a technical fault. After about 40 mins, he comes back on to inform that the Engineer is still on the way and that a part in the plane would have to be checked. After another 30 mins or so, the pilot announced that there will be a need to replace a part in the plane with a nearby plane and that they would have to conduct a full shutdown of the power in the plane. We were left in darkness for about 10 mins with no lighting and fresh oxygen. There was more waiting till a further hour before the pilot announced that the part has been replaced and that the plane would take off in 10 mins - that did not happen for about a further 40 mins. Throughout the entire ordeal, the pilot sounded very cavalier and while he apologised a few times, his tone and voice came across as if it is just a game or that it was no big deal. Why allow us to board when the plane has technical issues? Why isn't there an Engineer on site at Changi Airport SIA is a local airline? Why isn't there ready supply of spare parts that you need to get from another plane? At the end of the flight, all we got was an email apologising to us for the delay. The least that SIA can do to show that it really takes the sloppiness as a serious quality issue is to give all the passengers gift vouchers or free miles. As an airline that prides itself as a top international airline not only was the flight experience my worst one, but the post-sale experience lacked any sincerity and initiative."
2024-04-24,8,8,"""they changed the boarding gate""","Not Verified | Flight schedule at 9:30. We entered through scan check stations and were waiting for boarding. At 9:00, they changed the boarding gate from C23 to B8. Rescheduled at 10:30. Why not fix this issue? SIN to Perth."
2024-04-23,1,1,"""Terrible online chat service""","✅ Trip Verified | Terrible online chat service. I was traveling with my 2 dogs as checked excess baggage and needed to know some information. I knew that the airline allowed dogs to be checked as excess baggage and that they had recently scrapped their policy of allowing dogs in the cabin. However, when I asked my questions regarding traveling with my dogs, the online chat service staff kept coming up with different stories about how pets are banned on Singapore Airlines flights altogether, including in cargo. This person also was not able to answer some basic questions, and was not even fluent in basic English. Attempts to request to be in contact with the staff's manager were in vain as the staff simply ignored my messages. When checking my dogs in, the staff at the counter were confused and did not know how to check my dogs in. They had to call a number of their superiors to assist them with the process and made me wait for a very long time. Today, I contacted them via their online chat service once again to ask a question and all they did was constantly copy and paste the exact same line from one of their web pages which I had already seen and was exactly what I was trying to clarify. Absolutely useless online customer service staff in my opinion. And frankly, there is nothing special or outstanding about this airline."
2024-04-21,5,5,"""Food was below par""","✅ Trip Verified | Overall disappointing from Singapore Airlines. Late and disorganized boarding. The A350-900 is a tired old thing. Does anyone seriously use the coat hanger button on the seat back in front of you? This aircraft has no air outlets above seats and made the trip stuffy. The entertainment system was very old and dated movies, yes even the so called “recent releases”. TV selections were abysmal. This was the first international flight I watched nothing at all on. Food was below par and drinks service patchy. I used to think Singapore Airlines was a great airline but after this flight I beg to differ. One good point is the staff on board professional and friendly."
2024-04-21,6,6,"""recent pricing and service changes""","✅ Trip Verified | I usually fly Singapore Airlines internationally, since 10 years I am a Krisflyer Gold member. The recent pricing and service changes, show the results of bailed out airlines believing ethical standards don't apply to them anymore. Unbelievably toxic SIA service for business customers. Bear in mind if you fly for business and may have changes you will need 3 days and potentially dozens of phone calls and sessions to even rebook flexi tickets which then costs north of 1000$. This particular flight was booked via our company travel agent, a large international agent. Leaving aside the drop in service quality over years, from discontinuing warm towels to not offering snacks anymore during the flight, what has really infuriated me with SIA are the change policies. On this flight, despite having the highest premium economy booking class (T) with a full flexi ticket, a simple change in flight date cost me >1000$ extra is unexplained fees: In addition to the change in ticket price, which makes no sense on the highest booking class, a rebooking fee, a no show fee , a digital processing fee and the worst 250$ of ""offline"" fee because I used an agent, not their website. While my agent was helpful, SIA straight out refused to talk to them. It took 3 full days and 15 chat sessions to actually get the ticket rebooked for a simple day change on the exact same flight, SIA let them wait 30min per session, as they are only available to agents during Singapore business hours - and if they are closes they simply hang up."
2024-04-14,10,10,"""Crew was super nice""","✅ Trip Verified | Flight was great! Crew was super nice, Chief Stewardess & FSS showered me with many snacks! And one of the FSS gave me a bag tag, offered to take my picture, and had a little talk. She was so kind and fun. The food was delicious. Booked BTC (The burger & Steak), burger was amazing, chefs kiss. What The steak was a little over cooked but that’s okay, the sides were delicious. The seat was clean, as well as the bathroom. IFE had many movies, shows, music to choose from. Seat could transform to a full flat bed, inflight wifi could be used for instagram, WhatsApp, etc. Crew tried to keep me entertained at every moment, offering me such things as snacks, toys etc. Love Singapore Airlines. The world class service is wonderful. Check in experience with LHR was good but not amazing, girl who checked me in looks rather annoyed. Lounge was great, gave me a free lion teddy."
2024-04-13,9,9,"""attendants are helpful and polite""",✅ Trip Verified | The cabin is clean. Flight attendants are helpful and polite. Seats can be reclined easily. The food is delicious and fresh. Flights departed on time.
2024-04-12,3,3,"""food were served last""",Not Verified | From Kochi to Singapore and vice verse we travelled in economy class and we opted for extra legroom seats. The seats were in the middle of the aircraft and food were served last for us. Both times the non-veg food (chicken) got finished and we were had to eat veg food.
2024-04-07,5,5,"""seat spacing is less""","✅ Trip Verified |   The flight went from Terminal 1, the terminal with limited amenities. I was handed a voucher to a Sats lounge that was overfilled in terminal 1. The gate was chaos, under-dimensioned for the flight with 1 security screening. When I arrived the queue was >50m with a wait of about 20min. While service and entertainment in Economy is as good as one can expect from Singapore Airlines, seat spacing is less than in other airlines."
2024-03-31,10,10,"""service was efficient and friendly""","✅ Trip Verified | SQ894 is the afternoon flight to HKG operated by the A350. It was during the Lunar New Year period. On the menu was the traditional Yu Sheng or raw fish salad popular in Singapore and Malaysia during Lunar New Year. I booked the cook and had lobster thermidor as my main course. For a 3.5 hour flight the service was efficient and friendly. On this A350, the seat back needs to be flipped over to convert into bed mode but it wasn’t necessary on this short flight. Wifi connectivity was good."
2024-03-31,1,1,“Very disappointed”,✅ Trip Verified | Very disappointed with Singapore Airlines. Dated and uncomfortable old seat in business class combined with below average food. Ok cabin crews. Last but not least they lost my bag. I would fly SQ again on short haul on a discount economy class ticket…
2024-03-30,1,1,"""incompetent customer service""","✅ Trip Verified | I was flying business class from BCN to MLE via SIN. The flight with SQ was just a big hassle all the way through. The night before the BCN departure I was informed via SMS that the flight from BCN to SIN would be delayed by more that 3 hours. That was it. SQ could not have cared less about re-booking the flight proactively so that I would not miss my MLE connection in SIN. I had to call their incompetent customer service in Singapore and fight with them for 2 hours on the phone so that my flight was eventually rebooked via MUC - FOn the re-booked leg they managed to lose my bag in MUC. I did trace the bag with an Apple air tag and it was delivered to SIN the next day. Rather than getting the bag on the next flight to MLE, SQ kept it in SIN for another two days before sending it on to MLE From my experience, SQ is ok as it comes to cabin service (whilst you can see their cost saving actions as well with no more amenity kits in C, cheap wines etc.). However, as it comes to customer service, SQ is absolutely below any standard I have ever seen. In fact they could not care less about their customer - and I am speaking of business class."
2024-03-28,2,2,"""not be flying Singapore Airlines again""","✅ Trip Verified | Singapore Airlines continues to enjoy a good reputation, however my most recent experience was very poor and fell far short of my expectations. Due to a cancellation by another airline, I needed to modify the departure on my full fare, refundable ticket. I completed the customer assistance form on their website to request the rebooking, and tried repeatedly over an 8 hour period to reach their customer service number in the US. It was impossible to get past the recording and reach an agent over the phone. It was also not possible to make this change myself online. Upon arriving at Changi, I discovered that instead of changing my outbound flight as requested, Singapore Airlines cancelled my entire ticket. When I tried to rebook the flight, there was not a single open seat for the return over a two day period (Easter weekend). Agents at Changi were apologetic and tried to help, but with no seats available, there was little they could do. I have never before been unable to reach an airline representative, and this has certainly not been the case when I have tried multiple channels over an 8 hour time period. I am appalled by the lack of basic customer service extended to a passenger holding a Y fare ticket and Star Alliance Gold status. I would encourage any US-based traveler to avoid Singapore Airlines at all costs until they can bring their customer service up to a minimum level. I will not be flying Singapore Airlines again."
2024-03-27,5,5,“economy class felt really cramped”,"✅ Trip Verified | The economy class felt really cramped. You can barely get out of your seat when the seat in front of you is fully reclined. Seats can be inclined really deep to the discomfort of passengers sitting behind. Oh, and check out the poor dinner I don’t understand what they’re charging a premium for."
2024-03-26,3,3,"""infotainment system was faulty""","✅ Trip Verified | My experience with the ground staff, cabin facilities and the cabin crew, has been pathetic. Ground staff at Delhi was rude and bossy. Cabin crew didn't take the requests of the passengers. Choice/request for Food and beverages were taken but they served as per their choices. My infotainment system was faulty. My wife was not given jain food on return leg even when request was made 2-3 days in advance. The toilet lacked supplies on the return leg. My wifi didn't work for more than half of the travel time on both legs. I have vowed not to travel Singapore airlines ever again."
2024-03-01,9,9,"""Flight was amazing""","✅ Trip Verified | Flight was amazing. The crew onboard this flight were very welcoming, and gave a good atmosphere. The crew serving my aisle goes by the initial “G”. She was very kind & helpful. Gave my mom a bday cake for a late celebration even though it was just a 1hr 45min flight. Seat is well sanitized, legroom is spacious. IFE onboard has many variety of shows, music, etc. Bathroom always kept clean by crew at all times. & Food was delicious, overall this flight is a 9/10"
2024-02-21,3,3,"""seats on this aircraft are dreadful""",✅ Trip Verified |  Booking an emergency exit seat still meant huge discomfort in a seat far too narrow and poor padding meaning back ache in 90 minute flight. The seats on this aircraft are dreadful. The headphones and sound on the entertainment system was dreadful.
2024-02-20,10,10,"""Food was plentiful and tasty""",✅ Trip Verified | Excellent performance on all fronts. I would definitely choose to use this airline again. The aircraft is well-maintained and the staff well-trained on hospitality. Food was plentiful and tasty.
2024-02-19,10,10,"“how much food was available""","✅ Trip Verified | Pretty comfortable flight considering I was flying in economy class in one of the older aircraft in their fleet which is still kept in relatively good condition. The economy class cabin was in a 3-3-3 configuration and the flight was almost full. What amazed me most was how much food was available for economy passengers - 2 full meals and the rear galley was stocked with snacks. The crew came round regularly with trays of drinks and juice through the flight. I disembarked with a very full stomach! The timing of main meals and the lighting/dimming of the cabin were done sensitively. The cabin crew seemed willing to please, it makes interactions pleasant and the whole experience that bit more enjoyable. Eye-masks were not handed out but were provided upon request. The economy class toilets were stocked with complimentary toothbrushes. Wifi was supposedly free but didn't seem to work for the duration of the flight. However, there was a diverse choice of movies and TV programmes."
2024-02-19,10,10,“service was consistently good”,"✅ Trip Verified | The service was consistently good from start to finish. The cabin crew showcased the friendly Singaporean culture at its finest. It seemed like they really cared for the passengers, which is what I liked the most. The seat was comfortable and wide range of movies was provided (too many to choose from even!)"
2024-02-19,3,3,“seat is absolutely dreadful”,"✅ Trip Verified | This flight was over six hours long on a B737 MAX8. I booked an emergency exit row seat by the window. The seat is absolutely dreadful. Lacks padding, and within a few hours, developed back ache that lasted for several days after the flight. The left and right armrests effectively reduce the working seat width to 12 inches. The B737 MAX is not fit for purpose for long haul flights and I would recommend that you do fly on this aircraft unless its for a flight duration of no more than 2 hours. Most passengers I spoke to by the end of the flight were also having back aches too. The flight also run out of wine and beer before they had completed serving the lunch so inflight service also very poor indeed. The sound on the entertainment system was also poor and the earphones kept falling out of your ears."
2024-02-19,5,5,"""Very ordinary service""","✅ Trip Verified | Boarding process went smoothly, and plane left on time. I had a window seat in the first part of economy section. The plane has 3-4-3 layout. We were 3 adults on this row, and it was very narrow. When the passenger in front of me, reclined his seat, i could hardly look at my screen, and could not fold out the table. The crew told people to raise up the seat backs during the meal times. We had two meals, dinner and breakfast, both meals were ok. I wanted to charge my phone during the flight, usb charger wad not working. I remember many years ago, when travelling with Singapore Airlines, the drink trolley came before the meal, and again when you got the meal, and they showed up again shortly after the meal also. Now you just get drinks along with the meal, and they do not ask if you want a refill. Very ordinary service and not very friendly staff either."
2024-02-19,10,10,"""I like flying this airline""",✅ Trip Verified | Pleasant flight which operated on time. Check-in at Changi was smooth and assistance given to me since I didn’t know how to use the check-in kiosk and bag drop. Lunch was provided onboard and advanced special meal requests were catered for appropriately. I like flying this airline.
2024-02-18,4,4,"""left me deeply disappointed""","✅ Trip Verified | I embarked on a journey with high hopes and anticipation, having secured a connecting flight ticket from Penang to Singapore, and then onwards to Jakarta. Opting for Singapore Airlines, renowned for its outstanding reputation in both air travel and service, I anticipated nothing less than a seamless experience. The cost of this connecting flight amounted to MYR 1601, roughly USD 335, a price I was more than willing to pay for quality service. My journey commenced with a minor delay in takeoff from Penang. The flight proceeded smoothly, accompanied by a light snack comprising a slice of pizza and a beverage of choice. As we approached Changi Airport, the situation took an unexpected turn. The captain announced a delay in landing, estimating an additional 15 to 20 minutes before touchdown. A sense of unease crept over me as my connecting flight departure time loomed closer. Despite my concerns, I remained optimistic, trusting in the efficiency of Singapore Airlines to navigate any challenges seamlessly. Upon landing at 12:05 pm and disembarking at 12:18 pm, I was met with a startling realization. Rather than a smooth transition to my connecting flight, I was handed a new ticket, rescheduled for departure at 4:10 pm, accompanied by a SGD 15 food voucher for Burger King and Coffee Bean. I sought clarity from the attendant, only to be met with dismissiveness. The absence of any acknowledgment or attempt at redress left me deeply disappointed. The disregard for my time and the indifferent handling of the situation underscored a gap in the airline's commitment to customer service. In retrospect, my expectation for exemplary hospitality and proactive problem-solving from a reputed airline like Singapore Airlines was regrettably unmet. As I reflect on this experience, I am reminded of the importance of genuine care and consideration in customer service, particularly in moments of inconvenience or distress."
2024-02-17,10,10,"""can’t fault a single aspect""","✅ Trip Verified |  No queue at check-in, and boarding at the gate was done in an orderly fashion by zones. Pleasant greeting from crew on boarding. The flight was full but cabin crew worked hard to serve lunch to everyone satisfactorily. Great inflight entertainment options for a short-haul flight— far better than any equivalent flights available within Europe for example. Flight landed on time, disembarkation was quick and luggage delivered to the belt quickly as well. I can’t fault a single aspect of the flight."
2024-02-17,10,10,"""No complaints at all""",✅ Trip Verified | Competitive pricing on this route. Service is reliable and friendly. Flight was on time and all aspects went smoothly. No complaints at all and would recommend to others.
