date_published,rating_value_10,rating_value_5,title,body
2022-07-23,8,8,Singapore Airlines customer review,"Not Verified | London to Bali via Singapore. Having not travelled overseas for sometime due to the pandemic, I eventually got back to flying in April/May 2022 and it was so nice as I had normally taken a flight on average 20+ times a year prior to the pandemic. Check in was quick and polite checking my PCR result for entry to Bali security was quick and the Singapore Airlines lounge at Heathrow was okay. Boarding was more or less on time the seat as normal on SQ comfortable for the 12 hours flight. The crew where all pretty nice although I sensed perhaps not the normal expected on SQ, the food service was just okay good enough but again not really SQ standard that said the flight was fine. Arrival in Singapore on time I headed to the lounge to wait my connecting flight which was packed with little seating although I managed a shower. SIN-DPS was on the newer 787-10 which I really enjoyed nice crew food okay. I returned DPS-SIN in economy class again on the 787-10 and I was impressed great aircraft nice crew and the economy food box just fine for a 2 hour flight, I obviously like SQ and will continue to use hopefully service will improve as things return to normal"
2022-07-23,1,1,"""food tray was near empty""","✅ Trip Verified | Singapore Airlines no longer the same, my food tray was near empty. I had chicken noodles, that's about it with a bread. Food was no better from Melbourne to Singapore. The rice with chicken packed with rice and 4 pcs of chicken and a bread. Used to have fruits and cakes, what was called sandwich was a soggy curry puff serves right before landing. From Melbourne to Singapore many were not masked. The air stewardess talked to the unmasked passengers and throughout the flight the passenger was mask off."
2022-07-18,4,4,"""cannot find your seat again""","✅ Trip Verified | The boarding and take-off was delayed. The food on board was beef stew, a piece of cake and a cold, rigid bread. It was very difficult to see for the middle row. They were written at a place you cannot see from the aisle, you go to toilet when the light is off and then you cannot find your seat again. They served me drinks twice during an 8-hour flight, I know we can ask for it any time."
2022-07-18,6,6,"""airline has good inflight service""","✅ Trip Verified | This airline has good inflight service. However, when I went to check in the agent at San Francisco asked for my vaccine certificate. This is not required at my destination in Cambodia, nothing except rapid test on arrival. I explained this to check in agent. After a while the supervisor took over and checked the requirements on her personal computer. The problem was old requirement were never updated."
2022-07-13,9,9,"""perceptions can be very different""","✅ Trip Verified | I was very surprised to read some of the comments in the review below. I travelled last week from Singapore to Melbourne on an A350-900 in business class, and it was one of my better flights this year. The seat product for a 7.5 hour flight was very comfortable with good privacy (6/1 tall), and the food and beverages that I was served were all to a good standard. Service was to the usual impeccable SIA standard, and the IFE choices were excellent. I accept that everyone's perceptions can be very different, but maybe sometimes there are some other issues at play when a review is written."
2022-07-13,1,1,"""little to no choices for me""","✅ Trip Verified | Boarding was smooth. No welcome-drinks offered, after request I got one. A narrow business-class seat, where I felt squeezed in, a huge console on the left, which is too high to use as an arm-rest and a divider on the right with reading lights. Sleeping for me was impossible, because the seat/bed is too narrow. With the exception of slippers no amenities offered, I was re-assured that amenity-kits are available on request. Caesar’s Salad came without dressing and croutons were missing, too. The salad was a green salad-leaf, one in 2 parts cut cherry-tomato and two tiny bits of thinnest parmesan cheese. The 2 choices of white wine were disappointing: both Australian wines, 1 Chardonnay and 1 Riesling. My main course, pan seared salmon was dry and overcooked. The vanilla ice-cream was nice, though and the cheese platter was at least a choice of 3, but served with no grapes. No pralines offered. As for my second meal, Tom Yum Vermicelli with prawns. Again, the dish was small but I could get a vanilla-chocolate cake. The inflight program was functioning, but with little to no choices for me. Since no printed reading material was available I wanted to download some business magazines to my laptop, but was informed, that download is possible on smartphones and tablets only."
2022-07-13,1,1,"""service and amenity-cuts""","✅ Trip Verified | I was at the airport early and check-in was supposed to open 3 hours before departure but opened 15 minutes late with long queues for both, economy- and business-class already. No warm welcome back by the leading stewardess. No welcome-drinks, no hot-towel and with the exception of slippers no amenities. For my after take-off drink I opted for a hot sake. Together with satays as canapés I got a tiny 4cl glass of sake and not the full 180ml bottle. One different guest, however enjoyed the whole bottle by his own – another example, that Solitaire-PPS-membership does not pay out anymore. I ordered a Gin&Tonic instead, delivered to me with my own lemons, which I brought from the Lufthansa-lounge. I also brought my own Lufthansa-refreshing-towels, which the crew chilled for me and brought to me after meals and sleeping. The starter (beef pastrami) was tiny but tasty. The chicken roulade with pretzel stuffing was a pretzel roulade with lots of pretzel outside and a tiny piece of chicken inside, dry and almost tasteless. My choice of wine (Australian Shiraz) was disappointing. Ironically, SIA re-introduced a printed menu, even featuring its ‘wine connoisseurs’ – but the actual wine-list was missing, so I could not verify the exact origin of my wine. The cheese-plate was disappointing consisting of 2 small tiny bits only (before it was at min. 3 choices, being freshly cut) with no grapes, as before. At least the Pumpkin Seed Parfait was nice and I was lucky to get the chocolate cake on request. No pralines. My choice of digestive, the Aberfeldy 16 years’ single malt was not catered for and a Japanese whiskey was offered instead. Why then having a single malt on the menu? As SIA doesn’t hand out any amenities to its business-class passengers, I brought my own slippers and amenity-kit from a flight with Austrian earlier. The next disappointment was the economy-class-style breakfast with scrambled eggs or egg-noodles (2 different styles, though) and yoghurt or muesli. The only difference to an economy-class breakfast is, that the dishes are being served one after each other, but the sizes are tiny. I was lucky, there were still the seafood noodle soup from lunch left, so I decided for that. No freshly squeezed orange-juice. Thank you SIA for a good flight-experience before Covid. But now, with all the service and amenity-cuts it’s time to say goodbye."
2022-07-10,2,2,"""cancelled my flight for operational reasons""",✅ Trip Verified | My initial flight was booked from Singapore to Darwin in April 2022. They cancelled my flight to Darwin for operational reasons and rebooked me after three days. I had to reach Australia earlier than rebooked date. I called the customer line and explained. They charged me to rebook me to a flight to Sydney as they had no other options available to fly me to Darwin. They did not give me a ticket from Sydney to Darwin and I lost a lot of money. Incompetent customer service staff and SQ's attitude to their own cancellation was pathetic. The flight comfort was okay but a big decline in their overall customer care.
2022-07-07,10,10,"""cabin crew some of the best""","✅ Trip Verified | After 2 years of not being to fly with them, finally I made it! I was luckily to be chosen to upgrade from PE to J at a very attractive price last minute. It was money really well spent! It was wonderful to step into their premium cabin again, and experienced their excellent seat with many modern features. Their cabin crew are still amongst some of the best in the airline industry. I was greeted warmly and had excellent service from start to end. Having learnt that I was to go to Singapore to visit families and celebrate my birthday, they surprised me with a cake and some inflight goodies, that truly made my day! Personally, on this route, I did not see any decline in quality of meals and service. Except, maybe the lack of welcome drink, hot towels, which is excusable for covid reason. Meals are still served in separate courses, and with wine, which is constantly refilled. J class passengers, even upgraded ones like me, get 100 MB free WiFi, which was generous and very handy."
2022-07-07,9,9,"""Truly friendly staff""","✅ Trip Verified | From the moment we got to the check-in to the farewell wishes on disembarkation it felt like we had travelled back in time to the golden days of air travel – this is what it was all about. Truly friendly staff on the ground and in the air, a perfectly clean, spacious and tidy cabin all made for a flight that was most enjoyable from start to finish. I will definitely spend a few dollars more to fly Singapore Airlines in the future."
2022-07-06,6,6,"""it was a far cry from the past""","✅ Trip Verified | I recently flew to/from SFO in Business Class and it was not worth it. On the surface, customer service seemed normal but it was a far cry from the past and not worth the extra money to upgrade from Economy Premium. If you are short like me, sleeping in the cubby hole, in a flat position is fine. Getting the seats up/down is a ridiculous exercise requiring assistance. Not the least bit convenient. It took 4+ hours for the flight staff to get my audio working. Food was some of the worst yet. Trying to get a glass of wine refilled was arduous. Because of all the stories of airline cancellations and delays, I did not risk flying from PDX to SFO with a short layover. Certainly 5 hours was sufficient. Because of the lame check-in policies and process for getting a boarding pass, I was forced to wait 3+ hours for the Singapore counter to open. The United Lounge at SFO was great. On the flight, it was more of the same, as in the flight to SFO. In addition to the wait for a rest room, no amenities (like socks or travel kit) was offered to me. I will think long and hard before flying their Business Class again."
2022-07-02,2,2,"""the crew seemed to be overworked and de-motivated""","✅ Trip Verified | Check-in was fast, because I could use the business-class check-in counters as a PPS-member. Otherwise endless queues. Boarding was slow because the flight was full and I boarded late with the crowds. No recognition as a Solitaire-PPS-member on board as before. Cabin crew busy with 'sorting' the passengers and their cabin-luggage to not miss our slot. Seat in a 3-3-3 configuration very narrow, seat-pitch ok (for me being 1.7m only) sufficient, however. Left channel of my speakers was not working, even after exchanging them. Internet not working on my phone, either. No help given to connect, as on earlier flights, instead 'proof' was given to me by a flight attendant that Internet was working on her iphone. Not really helpful. No reading materials. Very basic and little food-options offered in a tiny cardboard-box, 'designed for a reason' (whatever this reason may be). Very inattentive inflight-cabin-crew: As for the after dinner drink I was ignored by the them while my two seat-members got served their drinks of choice. Minimum seat-recline, similar to those in budget-airlines. No soap in washroom. No disinfectant-kits offered as advertised, I got one after request only. Wearing a mask, which is 'mandatory' was not re-enforced, a man in the middle seat was wearing his mask under his chin - no one of the crew cared. Overall the crew seemed to be overworked and de-motivated. The typical glass of champagne offered to me as a PPS-member when I raised my concerns did not really help, it just would have been good enough if the cabin-crew would have fulfilled their duties. Disembarking was fast and swift as well as delivery of my checked-in baggage."
2022-06-25,9,9,"""Thanks to ground staff""","✅ Trip Verified | The flight to London from Belfast was delayed, and I only managed to reach counter at 1100. I was told that I am not able to board SQ317, which depart at 1125. However, I was told by the ground staff not to stress and was assured that they will try to work things out. Throughout the process, they were very friendly, professional and prompt to get me a flight SQ305 back to Singapore on the same day, which departs at 1255. In fact, they get me a aisle seat with leg space. Having stressed out the whole morning with the delayed earlier flight, I breathed a sigh of relief. Thanks to ground staff Preeti and Kaye."
2022-06-22,10,10,"""Singapore Airlines is still the best""","✅ Trip Verified | Thank you to the cabin crew flying 20 June. After 2.5 years of COVID ravages, Singapore Airlines still maintains outstanding service and food. Complimentary WiFi worked very well too. It is sad that Book the Cook is now only available from flights out of Singapore, but it is minor. Singapore Airlines is still the best."
2022-06-19,4,4,"""my reserved seat was not honored""","✅ Trip Verified | The second leg of my trip from Hanoi to San Francisco was on SQ032 on June 16th, and this is the flight I wish to review because my reserved seat was not honored. I was first given a seat which was totally unacceptable and I requested another aisle seat. The second seat was in the exit row directly next to the door (facing the crew jump seats). This new seat had no storage pockets since there was no seat in front, and had both monitor and tray table attached. The toilets were directly behind the crew seats giving me little if any privacy and almost no chance to sleep with the toilet traffic. It is true that this new seat had extra leg room. I was quite miserable in this seat due to the lack of privacy and I had to use the floor for my storage needs. Thank god for the snacks in the rear because the 2 meals served were pretty bad. The flight attendants were most helpful throughout the flight, but I will seriously consider my options when flying this route in the future."
2022-06-17,1,1,"""worst food in business class""","✅ Trip Verified | Singapore Airline is an expensive budget airline. The service was very poor, the call center the worst. This flight I had the worst food in business class I had experienced. Service is slow always and wine options are like economy. Wi-if not working for the overall trip."
2022-06-14,7,7,"""I had excellent service""","✅ Trip Verified | I thought I had excellent service from both the ground staff and the staff on the plane, they really did go out of their way to help me. The only downsides were I thought the mediocre food. having to wear a mask the entire time on an 18 hour flight and the fact my tickets say changes are complimentary but they want to charge me the full price of a ticket to change them."
2022-06-12,10,10,"""the standard remains remarkable,""","Not Verified | Our first family holiday (with 2 young children) since pandemic hit. Even with the changes due to COVID (no hot towel etc), the standard remains remarkable, especially the warmness of the cabin crews and extra care towards our 4 year old and 6 year old children. Drinks were replenished throughout the flight. Food and drinks were great with ""book the chef"" option. We had the signature Lobster dish and the meat was as tender as it can get, for an in flight meal. Departure and Arrival were on time as usual, and great effort by the cabin crew."
2022-06-11,1,1,"""flight was very disappointing""","✅ Trip Verified | Prior to flying I had a nightmare trying to rearrange my flight when quarantine rules changed. Emails were not replied to and the UK telephone line required a pin to proceed. The change I required was not possible online. I purchased an aisle seat but I was not allocated one when they changed my booking. The flight was very disappointing. We took off about 12.30pm. After 1 and a half hours were served a curry and rice, a roll and ice cream. There were only two drinks service during a flight of more than 12 and a half hours. Our second meal, breakfast was served 9.5 hours later. Unfortunately my seat was near the galley and the door to staff quarters and the crew slammed the door nearly every ten minutes and were really inconsiderate I thought. I was quite disgruntled so attempted to get a refund on the seats I had purchased and voice my complaints. Yet again I have found it impossible to contact them."
2022-06-08,2,2,"""meals were one of the worst""","✅ Trip Verified | Singapore Airlines is no longer what it used to be. The call centre is a disgrace and fails miserably in its job. Check-in was chaotic. Inflight service has dropped to dismal levels. There is no welcome drink, no hot towels, no menus given. The meals were one of the worst I have ever had. The eggs were dry and rubbery. I have had far better meals in the economy class on Flydubai which is a budget airline."
2022-06-06,3,3,"""The food was only just enough""","✅ Trip Verified | Best aircraft in the fleet! I was a little apprehensive flying on the 737 Max8 from Phuket but this turned out to be the jewel in the fleet. A beautiful spacious modern aircraft with unusually good legroom. No need to upgrade for this short flight. The catering let the side down. OK it was a short flight but serving wet noodles in a cardboard carton is not sensible. It’s too easy to spill or splash down your shirt, not a good look. There was some turbulence after about 30 minutes and the fasten seatbelt signs came on. Unfortunately, they stayed on for the remainder of the flight even though the turbulence ended after 4-5 minutes barring access to the lavatories. SIN-LHR on an A380. A complete nightmare. I had an aisle seat with a very large male next to me spilling into my seat space for 13+ hours. This was forcing me into the aisle space where the crew repeatedly knocked into me either rushing down the plane or bashing me with the catering trollies resulting in no sleep. There was never an apology from any of the crew. The food was only just enough with many of the previously supplied items missing. I will never use them again."
2022-06-06,3,3,"""No wifi all flight""","✅ Trip Verified | First flight on 26th April was a tatty 777-300. The saving grace was no passenger in the middle seat. The carpet in the aisle was threadbare. The seating upholstery was no better, very scruffy. No fruit, no salad, no cheese & crackers and only one choice for breakfast. A cold roll was served but only butter to put on it, no conserves. No pre meal drink service. One beer or 1 glass of wine served with the meal. No wifi all flight. The in flight entertainment had to be rebooted 5 times. The crew were very good on this leg regularly passing through the cabin with water. SIN - BKK a more modern A350. I was looking forward to my 1st flight on an A350. The seats were thin with little support. Again the only saving grace was no centre seat occupant. The crew seemed to be in training with young people following older crew members around. I purposely selected Singapore Airlines for my flight following their pre-covid reputation at extra expense."
2022-06-01,10,10,"""definitely fly Singapore Airlines again""","✅ Trip Verified | SIN-EWR: Purchased a ticket, with one of the 1/6 Standalone Premium Economy Seats. Check in at Changi quick. Tried to purchase lounge access but was turned down. The gate was opened 50 minutes prior to boarding. Boarding was smooth, on what seemed to be a full flight. Seat, and adjacent stowage bin were perfect. Bin could comfortably hold my Rimowa Attaché, but not Business Class. Took off on time, flew a different route than the incoming flight. Flew asleep, Cabin Crew gently tapped me on the shoulder, to eat. Have had ANA, and EVA let me sleep, and tag my seat returning later. Meal was good, Mushrooms had lots of flavor. Two-three rounds of drinks included. Recommenced sleep, and woke up. Cabin crew appeared taking drink orders, and brought back snacks. Crew continuously smiled, were warm, and professional, throughout the flight. They continued to check in, and ensure I didn’t go empty. Second meal served, again with endless drink rounds. IFE was not up to par, with what I’ve previously experienced on Singapore Airlines. Landed at EWR on time, with my bag quickly appearing. Would definitely fly Singapore Airlines again."
2022-05-27,2,2,"""child was running up and down the aisle""","✅ Trip Verified | On 25th May I flew on SQ736 to Phuket. A young child was running up and down the aisle, during turbulence, approach and after landing, during taxi to gate. The parents absolutely didn’t care and the cabin crew didn’t either."
2022-05-23,7,7,"""Lets hope the quality of food and wine improves to how it once was""","✅ Trip Verified | After having recently also travelled on Emirates I thought it might be interesting to compare business class on Singapore Airlines. Singapore Airlines travel was Brisbane to Munich and Frankfurt to Brisbane, both of course, via Singapore. Both trips were 'busy' business trips where everything needed to be on time and hassle-free. Singapore Airlines exuded high quality personal service. Aircraft were spotless and cabins quiet, including on one sector (Singapore-Brisbane) when a number of babies turned up. Disappointing was the food and wine including the choices available. Emirates was far better in this category. Also, Singapore Airlines had no hot towels or printed menus. Maybe this was due to recent COVID issues but the comparison with Emirates was stark. Also Lounge access and quality was very poor. The Silver Kris Lounge in Singapore at midnight resembled a packed works canteen on a bad day. Boarding was quite chaotic at a number of places, especially at Frankfurt - which often seems to be the case for these Singapore Airlines A380 flights out of Frankfurt. Nevertheless, the quality of the cabin staff on all sectors was absolutely superb. Lets hope the quality of food and wine improves to how it once was."
2022-05-22,10,10,"""definitely continue to fly with them""","✅ Trip Verified | Business class in the longest commercial flight: Purchased tickets in February. SQ counter at EWR, opened what I thought was rather late, considering the Pandemic. Previously at JFK, FRA their counters opened earlier. Check in quick, efficient, and no stress. Virgin Atlantic Lounge was nice, however No alcohol at that early in the morning. We boarded on time. Upon sitting was greeted, with my Surname, and welcomed aboard. My Rimowa case would not fit in any of the spaces, and had to be stowed overhead. Airborne and I had my lunch order taken. I had the Braised Shortribs. Constant, Infinite drink rounds during the flight, with my Surname used. Over Turkey, they served the second meal, I had the Thai Chicken, lots of flavor but seemed rather small. I sent some texts to friends and proceeded to get a few hours sleep. Landed in Changi on time, with a speedy stop in Immigration, and my case was one of the first 10 out. I Have been flying with Singapore Airlines since 2008, will definitely continue to fly with them."
2022-05-14,1,1,"""Lots of room for improvement""",✅ Trip Verified | Very disappointing service from SIA. Plane was dirty departing SIN and staff communication was poor. Staff were curt to the point of thinly veiled rudeness. Lots of room for improvement here.
2022-05-13,2,2,"""Significant lower services and amenities""","✅ Trip Verified | There were no welcome-drinks offered, no paper-menu available, no newspapers or magazines offered, Slippers, eye-shades and socks on request. No tooth-brush- or shaving-kits in the washrooms, instead on request an amenity-kit containing a tooth-brush-set and a pair of socks. The quality and quantity of food is lowered significantly, with cold food items covered by plastic. The cheese plate is pre-packed with 2 tiny choices. I was lucky to get as a Solitaire PPS member a second one. There was not even a slice of lemon for a good glass of tea or a simple Gin Tonic available. Wines are offered based on red or white. Only after request, the bottles are shown. Yet, any description of the taste and the drinking experience is – thanks to the no menu. Same for food: no chance to enhancing your appetite by looking at the menu upfront, no chance to check quickly what kind of food you are enjoying right now because you need to open the digital menu – which means you have to pause the movie you are watching, search for the meal menu to finally get to the description of dishes - I did not manage to find it. No pralines are offered after the main meal anymore. No Grand Marnier Cordon Rouge available any more. No hot towels to refresh after boarding, after the meal or sleep. Chocolate (e.g. Ferrero Rocher before) on the snack-selection was replaced by cheap no-name cookies, which comes in a see-through plastic-container. The silver-kris-magazine available online only. The internet-connectivity was poor on this flight and did not work for more than 50% of the flight-time. Significant lower services and amenities for a significantly higher price."
2022-05-11,3,3,Singapore Airlines customer review,"✅ Trip Verified | We had a very unpleasant experience with Singapore Airlines. We have originally purchased our ticket to India from Auckland to Delhi and from Delhi to Auckland via Melbourne, leaving on the 9th of April and coming back on the 24th of April. We have received an email on 11th of February that our flight SQ4235 has been cancelled from Melbourne to Auckland. We have contacted the call centre and tried to rebook our flight. We choose the option of rebooking on 31st of May from Delhi to Auckland via Singapore so we have less transfers, flight number SQ403 and SQ4281 operated by Air New Zealand. The call centre operator informed us that all the economy tickets were sold on those flights, so we have an option to purchase Premium Economy tickets by paying an extra $937.60 NZD. We were charged this amount on 6th of March. We were excited to come back to Auckland and for first time in our life in Premium Economy. Unfortunately, our excitement was totally crushed when we realized we can only board the plane in economy class upon check in online. We have tried to contact the call centre again but were unable to get hold on an operator 3 times (we totally understand the current circumstances). The Delhi Airport staff were lovely but were unable to upgrade our tickets. We don't mind Economy tickets as we normally would not upgrade our flights but, in this case, we had no other choice and were charged an extra amount for nothing."
2022-05-09,1,1,"""requests were pending for both flights""","✅ Trip Verified | Not recommended if you have food restriction. I requested many days via App and call before my flight SIN to LHR for gluten free and non-beef mean. However my requests were pending for both flights. The crew offered to serve me “Pasta with bread’ instead of gluten free meal. After feeding back to the airlines, there’s no response from them."
2022-05-08,1,1,"""A350 seats are thin and hard""","✅ Trip Verified | 5 star for flight attendants, always friendly and helpful. The A350 seats are thin and hard. Boarding process was very unorganised. Quality of my food was terrible. SilverKris lounge at Changi airport was chaotic, impossible to find a seat."
2022-05-04,2,2,"""asked for a refund/compensation""","✅ Trip Verified | My recent flights with Singapore airlines were some of the worst travel experiences I have had. We have been unable to travel to New Zealand for almost 3 years due to the pandemic. As borders were finally open we booked flights with Singapore Airlines, which were more expensive than any other airline, thinking spending more money would be worth it after such a long wait .. how wrong were we! Our outbound flight, SQ 305 on 17 March 2022 from London to Singapore was delayed by 1 hour and 53 minutes, which led to us being unable to make our connection flight to Auckland, SQ 281 on 18 March 2022. They then had a technical fault also and the flight was further delayed, causing our missed connection time to Auckland. The staff onboard the plane had no idea what was going to happen, and even though most of the aircraft had connections to make, they gave us no information and were incredibly unhelpful. Once we arrived in Singapore, it was an even worse state of affairs. We were greeted by a makeshift desk with everyone scrambling to give out new tickets (there were literally hundreds of people with missed connections). We were told we had missed our flight, and the next connection was 14 hours away. No food vouchers, no hotel rooms offered. We were told all the airport hotels were booked, however we walked to and managed to get a room, at our own cost. The next flight was also packed, and even though my partner and I had paid extra money for seats together, the new plane was unable to accommodate this and we had to sit separately. My partner has food intolerances, and none of his meals was catered for on the next 10-hour-long flight. He was offered some crisps and that was all for the entire flight. We honestly could not believe how bad the whole journey had been and arrived in Auckland completely and utterly exhausted. A really bad start to a trip we had been looking forward to for such a long time. On our return flight, we luckily made our connection. I would say the meals and customer service have gone downhill and it did not feel like we were traveling on a premium airline. Since being home, we have complained to Singapore Airlines and asked for a refund/compensation for our outward flight and the hotel we had to pay for. However, they claim it is not their fault and is refusing any refunds."
2022-05-04,6,6,"""service has been going down and prices going up""","✅ Trip Verified | Since COVID, Singapore Airlines service has been going down and prices going up, Phnom Penh to Paris which was approximately between 2800 and 3300$ is now around 5 to 6000$. They don't give any more amenity kits or we may have to ask? Also, they do not propose anymore any drinks like Champagne before taking off. The lounge quality is also not like before, I presume Covid is an excuse for everything but we are still paying the price so what? We should accept it I presume. The quality of the company service is clearly going down, I hope they will improve that for going back to their best but before reading that they are I will certainly try another company to see the difference."
2022-04-29,9,9,"""the experience was amazing""","Not Verified | After spending a little more on the flight than intended after flying on this return journey with Singapore was happy I did as the overall experience was second to none. The check in at LHR was seamless even with the necessary Covid checks in place and being done efficiently by the check in staff. Boarding the plane I immediately became aware of the ""Singapore girl"" exceptional customer service the airline is known for. The food service was efficient and rapid and there was a wide selection of other snacks available with a fruit bowl also with crisps etc for during the flight. The flight to Manila was smooth, service was also great even in the smaller less crowded flight. The staff continued to deliver amazing professionalism and attention to detail. The attention to detail became very noticeable on the return flight from Singapore to London. After another comfortable and pro professional flight from Manila I boarded the flight to London and for reasons unknown, my booked seat hadn't been reserved. I was one of the first on, as I prefer to also sit at the back of the plane, and I mentioned it to the cabin crew who immediately took me off the plane, against the flow of oncoming passengers (I was that guy and felt very embarrassed) took me to the ground staff who radioed to the gate to change my boarding pass to an aisle seat which they did without any fuss or questions asked. As I had now moved seats and there are only so many meals in the trolley to cater for the expected number of passengers in each specific areas on the plane, my moving now had to be factored in and to my surprise I overheard once cabin crew day to the other ""Mr Taylor has moved from seat 67f to 46h"". When I left the plane the cabin crew by the door said ""Thank you for flying, See you again soon Mr Taylor"" Overall Singapore airlines for me is hands down the best and aside from the ground team at Singapore airport the experience was amazing and I will definitely be booking my flights with them again. Hopefully to try out their world class business class."
2022-04-29,1,1,"""refuses to refund my ticket""","✅ Trip Verified | The airline refuses to refund my ticket for May 2022. The request to instead rebook my ticket if a refund is not possible was also never replied to. I had contacted the airlines on april 20th via their portal and have not received any answer until now. I had also called their customer service last week and had to wait 1 hour until someone picked up. The person that picked up was not helpful at all, putting me on hold for at least another 20 minutes in total. In the end my request to refund the ticket into credits or money or at least rebook the ticket in the same class for another date was not fulfilled. I was told I could expect another call from a manager in the same week which did not happen."
2022-04-28,6,6,"""I feel the standards are dropping""","✅ Trip Verified | I have flown SQ many times but I feel the standards are dropping. Contacting customer service was impossible. Call back takes about 3 working days. No issue with check in. Boarding as expected. The lounge in Singapore is very disappointing. Poor selection food, over crowded, reasonable service. On flight service is ok, efficient but not warm. Seats are good but dated. Food above average but no welcome drink or towel. I was ignored during the long 13h flight unless you ask for help. Don’t get me wrong, SQ is still above average but losing ground fast. They need to buck up. Start by improving customer service, don’t keep us waiting for hours for a reply on CHAT."
2022-04-23,1,1,"""waiting for check-in for over 2 hours""","✅ Trip Verified | The check-in process at JFK was the worst check-in experience I've experienced. I was waiting for check-in for over 2 hours. The line just didn't move at all. The agent was extremely inefficient. I was one of the last customers to check in and it was about 30 minutes before the departure time. The counter agents was escorting a group of last-to-check-in customers to the security checkpoint so they could skip the line (we were late) and somehow I was the only one who left in the security line on my own. The service on board was terrible despite the high-regarded in-flight service that Singapore Airlines is usually known for. The service was so slow for a flight with only 160 customers. I sat at one of the single seat toward the end of the aircraft and the steward kept bumping into me like I was sitting on the aisle. He didn't even apologize. My food was OK at best. The worst part was probably the lavatories. Truly disgusting, trash was everywhere on the floor."
2022-04-19,1,1,"""Very average service""","✅ Trip Verified | My wife and I booked a ticket to Manila from London. A few weeks after we booked we received an e-mail that very clearly stated that we could upgrade to Business class and showed a price We jumped at it and booked. We got an email saying we were upgraded on the 2nd leg from Singapore to Manila. I called and was told we were not upgraded on the London Manila leg as Business class was full. I told the CS rep that we did not need Business class for a 3 hour flight and requested a refund, the lady went to ask her supervisor who then told us company policy was no refunds. We went from being a happy customer to a very unhappy one. The food was the same as all other airlines, nothing memorable. The in flight staff were great. We are disabled. Very average service. Much better on our usual carrier, Qatar Airways. We had a bad experience 7 years ago with SQ and swore never to fly them again. I wish we had kept to that decision."
2022-04-18,1,1,"""service has been downgrade""",✅ Trip Verified | The SQ system can almost never get mileage accrual nor ticket changes right. I have called them 29 times in the last 12 months and the contact number has an average waiting time of just over 1 hour. I wasted so much time with them on the line. The service has been downgraded so much. Most amenities are gone. My food was of very low quality and Book the chef is mostly not available (even if they claim they are on the website).
2022-04-08,1,1,"""Singapore Airlines only allow 30 kgs total""",✅ Trip Verified | I just had the worst experience at Paris CDG Airport. Their baggage weight policies are insane. I was in Nairobi then Paris coming from NY. Decided to extend through Singapore heading to Hanoi. I have been allowed 50lbs (about 23kgs) by every airline but Singapore Airlines only allow 30 kgs total and they tried to charge me $700 for about 16 extra kgs. I ended up arguing with them and took some stuff out of my and stuck it in my jacket and carry on.
2022-04-07,8,8,"""unreasonable pricing policy changes""","✅ Trip Verified | Onboard service, food, seats, and entertainment are good. Sudden and unreasonable pricing policy changes? Totally annoying. During corona, SQ sold Economy (lite/value/standard) Vaccinated Travel Lane (VTL) tickets with certain terms and conditions for each class. Economy Lite offered what I needed: (1) lowest fare, (2) 25kg check in, (3) ability to change parts of the trip (before use) without additional fees, if whole return ticket price was similar/cheaper as original ticket. Changing ticket worked fine, and made me very happy with my purchase. However, since travel restrictions in Singapore have been relaxed, SQ has changed their pricing policies without notice (as in their small letters). Now they charge you unreasonable for a ticket price change: (1) Flight leg you want to change, (2) Look at one-way ticket prices for that leg of your trip (rather than whole ticket prices, as before), (3) your full trip fare that you paid, is then deducted from the one-way ticket price (which is often double that of a new return ticket on similar dates), (4) you're asked to pay the remaining difference in order to change your ticket."
2022-04-06,1,1,"""Service was all over the place""",✅ Trip Verified | There was no water or juice served for one and half hours which was ridiculous. Food serving was chaotic as crew moving back wards and forwards in a disorganised fashion. We ordered Hindu non veg meal and ordered meal were missing from the cabin crew list. Quantity of my food was horrific. Service was all over the place and chaotic. When I questioned they said there are 30 kids travelling on a full flight.
2022-04-06,1,1,"""Impossible to change my booking online""",✅ Trip Verified | The aircraft and the crew are so nice. People are helpful and very kind. But the customer service is honestly the worst I've ever seen. Impossible to change my booking online. I was in Thailand impossible to contact them. They do not answer mails or phone. I would never fly again with them.
2022-04-05,10,10,"""very kind, helpful and caring""","✅ Trip Verified | Flew today 5th April 2022 on the 1500 flight and the cabin crew were more than fantastic! They were very kind, helpful and caring. I would definitely travel with them again as this was one of the best experiences I've had. Well done SQ and keep up the good work!"
